search_run_id,query_id,query_family,source_database,exact_query,request_url_redacted,searched_at_utc,date_start,date_end,filters,sort_order,page_or_cursor,returned_count,total_count,execution_limit,capped_or_truncated,http_status,retry_count,raw_response_path,raw_response_sha256,software_version_or_commit,notes
RUN_20260831_EVIDENCE_MAP_01,QREPO_SEEDS,repository_seeds,repository,Inventory all pre-existing repository PDF/DOCX source files,not_applicable,2026-08-31T14:29:37Z,2015-01-01,2026-08-31,repository presence is not inclusion,repository_path ascending,not_applicable,21,21,21,no,not_applicable,0,not_applicable,not_applicable,0.1.0,Local immutable source inventory.
RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_demand_response_peak_management,field_and_operational_evidence,crossref,"(""smart building"" OR ""active building"" OR ""grid-interactive building"" OR ""grid-interactive efficient building"" OR ""building energy management system"" OR BEMS OR ""HVAC flexibility"" OR ""building thermal flexibility"") AND (""demand response"" OR ""peak management"" OR ""peak shaving"" OR ""load shifting"" OR flexibility) AND (field OR pilot OR demonstration OR experiment OR ""hardware-in-the-loop"" OR HIL OR ""real-world data"" OR ""market participation"" OR ""case study"")",https://api.crossref.org/works?query.bibliographic=%28%22smart+building%22+OR+%22active+building%22+OR+%22grid-interactive+building%22+OR+%22grid-interactive+efficient+building%22+OR+%22building+energy+management+system%22+OR+BEMS+OR+%22HVAC+flexibility%22+OR+%22building+thermal+flexibility%22%29+AND+%28%22demand+response%22+OR+%22peak+management%22+OR+%22peak+shaving%22+OR+%22load+shifting%22+OR+flexibility%29+AND+%28field+OR+pilot+OR+demonstration+OR+experiment+OR+%22hardware-in-the-loop%22+OR+HIL+OR+%22real-world+data%22+OR+%22market+participation%22+OR+%22case+study%22%29&filter=from-pub-date%3A2015-01-01%2Cuntil-pub-date%3A2026-08-31&rows=10&sort=relevance&order=desc,2026-08-31T14:29:39Z,2015-01-01,2026-08-31,publication date 2015-01-01 through 2026-08-31,relevance descending,page 1,10,53671,10,yes,200,0,data/raw_metadata/crossref/QFIELD_BLDG_demand_response_peak_management.json,0682bb978ad8b5d6f3df7c7af1a4c45998d6409e6559ba49f6e9075816cf6942,0.1.0,Bounded reproducible metadata discovery for this evidence-map run; all enabled query families are executed and truncation is disclosed.
RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_frequency_response_regulation,field_and_operational_evidence,crossref,"(""smart building"" OR ""active building"" OR ""grid-interactive building"" OR ""grid-interactive efficient building"" OR ""building energy management system"" OR BEMS OR ""HVAC flexibility"" OR ""building thermal flexibility"") AND (""frequency response"" OR ""frequency regulation"" OR ""fast frequency response"" OR ""ancillary service"" OR reserve) AND (field OR pilot OR demonstration OR experiment OR ""hardware-in-the-loop"" OR HIL OR ""real-world data"" OR ""market participation"" OR ""case study"")",https://api.crossref.org/works?query.bibliographic=%28%22smart+building%22+OR+%22active+building%22+OR+%22grid-interactive+building%22+OR+%22grid-interactive+efficient+building%22+OR+%22building+energy+management+system%22+OR+BEMS+OR+%22HVAC+flexibility%22+OR+%22building+thermal+flexibility%22%29+AND+%28%22frequency+response%22+OR+%22frequency+regulation%22+OR+%22fast+frequency+response%22+OR+%22ancillary+service%22+OR+reserve%29+AND+%28field+OR+pilot+OR+demonstration+OR+experiment+OR+%22hardware-in-the-loop%22+OR+HIL+OR+%22real-world+data%22+OR+%22market+participation%22+OR+%22case+study%22%29&filter=from-pub-date%3A2015-01-01%2Cuntil-pub-date%3A2026-08-31&rows=10&sort=relevance&order=desc,2026-08-31T14:29:39Z,2015-01-01,2026-08-31,publication date 2015-01-01 through 2026-08-31,relevance descending,page 1,10,12782,10,yes,200,0,data/raw_metadata/crossref/QFIELD_BLDG_frequency_response_regulation.json,680e0763882a5a960c1eaa2126456d6b6e74e615c4fe09a8305678cb13eb82a8,0.1.0,Bounded reproducible metadata discovery for this evidence-map run; all enabled query families are executed and truncation is disclosed.
RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_local_energy_sharing_distribution_support,field_and_operational_evidence,crossref,"(""smart building"" OR ""active building"" OR ""grid-interactive building"" OR ""grid-interactive efficient building"" OR ""building energy management system"" OR BEMS OR ""HVAC flexibility"" OR ""building thermal flexibility"") AND (""local energy sharing"" OR ""distribution grid"" OR ""voltage support"" OR ""congestion management"" OR microgrid OR ""virtual power plant"" OR VPP) AND (field OR pilot OR demonstration OR experiment OR ""hardware-in-the-loop"" OR HIL OR ""real-world data"" OR ""market participation"" OR ""case study"")",https://api.crossref.org/works?query.bibliographic=%28%22smart+building%22+OR+%22active+building%22+OR+%22grid-interactive+building%22+OR+%22grid-interactive+efficient+building%22+OR+%22building+energy+management+system%22+OR+BEMS+OR+%22HVAC+flexibility%22+OR+%22building+thermal+flexibility%22%29+AND+%28%22local+energy+sharing%22+OR+%22distribution+grid%22+OR+%22voltage+support%22+OR+%22congestion+management%22+OR+microgrid+OR+%22virtual+power+plant%22+OR+VPP%29+AND+%28field+OR+pilot+OR+demonstration+OR+experiment+OR+%22hardware-in-the-loop%22+OR+HIL+OR+%22real-world+data%22+OR+%22market+participation%22+OR+%22case+study%22%29&filter=from-pub-date%3A2015-01-01%2Cuntil-pub-date%3A2026-08-31&rows=10&sort=relevance&order=desc,2026-08-31T14:29:40Z,2015-01-01,2026-08-31,publication date 2015-01-01 through 2026-08-31,relevance descending,page 1,10,30173,10,yes,200,0,data/raw_metadata/crossref/QFIELD_BLDG_local_energy_sharing_distribution_support.json,b793174e1076f2b809b5dbb98aa5a0173eb78cc2406f3c8ad9ed0094fa872982,0.1.0,Bounded reproducible metadata discovery for this evidence-map run; all enabled query families are executed and truncation is disclosed.
RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_renewable_energy_integration,field_and_operational_evidence,crossref,"(""smart building"" OR ""active building"" OR ""grid-interactive building"" OR ""grid-interactive efficient building"" OR ""building energy management system"" OR BEMS OR ""HVAC flexibility"" OR ""building thermal flexibility"") AND (""renewable integration"" OR ""renewable energy matching"" OR curtailment OR ""carbon-aware"" OR ""clean energy matching"") AND (field OR pilot OR demonstration OR experiment OR ""hardware-in-the-loop"" OR HIL OR ""real-world data"" OR ""market participation"" OR ""case study"")",https://api.crossref.org/works?query.bibliographic=%28%22smart+building%22+OR+%22active+building%22+OR+%22grid-interactive+building%22+OR+%22grid-interactive+efficient+building%22+OR+%22building+energy+management+system%22+OR+BEMS+OR+%22HVAC+flexibility%22+OR+%22building+thermal+flexibility%22%29+AND+%28%22renewable+integration%22+OR+%22renewable+energy+matching%22+OR+curtailment+OR+%22carbon-aware%22+OR+%22clean+energy+matching%22%29+AND+%28field+OR+pilot+OR+demonstration+OR+experiment+OR+%22hardware-in-the-loop%22+OR+HIL+OR+%22real-world+data%22+OR+%22market+participation%22+OR+%22case+study%22%29&filter=from-pub-date%3A2015-01-01%2Cuntil-pub-date%3A2026-08-31&rows=10&sort=relevance&order=desc,2026-08-31T14:29:41Z,2015-01-01,2026-08-31,publication date 2015-01-01 through 2026-08-31,relevance descending,page 1,10,41167,10,yes,200,0,data/raw_metadata/crossref/QFIELD_BLDG_renewable_energy_integration.json,ebd72d2fee5674073f17745e01403a5b395fc3ab7e630e9b9bed8d4d8ba1d416,0.1.0,Bounded reproducible metadata discovery for this evidence-map run; all enabled query families are executed and truncation is disclosed.
RUN_20260831_EVIDENCE_MAP_01,QFIELD_BLDG_resilience_emergency_operation,field_and_operational_evidence,crossref,"(""smart building"" OR ""active building"" OR ""grid-interactive building"" OR ""grid-interactive efficient building"" OR ""building energy management system"" OR BEMS OR ""HVAC flexibility"" OR ""building thermal flexibility"") AND (resilience OR ""emergency operation"" OR ""backup power"" OR outage OR ""critical load"" OR islanding) AND (field OR pilot OR demonstration OR experiment OR ""hardware-in-the-loop"" OR HIL OR ""real-world data"" OR ""market participation"" OR ""case study"")",https://api.crossref.org/works?query.bibliographic=%28%22smart+building%22+OR+%22active+building%22+OR+%22grid-interactive+building%22+OR+%22grid-interactive+efficient+building%22+OR+%22building+energy+management+system%22+OR+BEMS+OR+%22HVAC+flexibility%22+OR+%22building+thermal+flexibility%22%29+AND+%28resilience+OR+%22emergency+operation%22+OR+%22backup+power%22+OR+outage+OR+%22critical+load%22+OR+islanding%29+AND+%28field+OR+pilot+OR+demonstration+OR+experiment+OR+%22hardware-in-the-loop%22+OR+HIL+OR+%22real-world+data%22+OR+%22market+participation%22+OR+%22case+study%22%29&filter=from-pub-date%3A2015-01-01%2Cuntil-pub-date%3A2026-08-31&rows=10&sort=relevance&order=desc,2026-08-31T14:29:42Z,2015-01-01,2026-08-31,publication date 2015-01-01 through 2026-08-31,relevance descending,page 1,10,42642,10,yes,200,0,data/raw_metadata/crossref/QFIELD_BLDG_resilience_emergency_operation.json,0bc1edfef23ca41ce39a670b62b3673283155d99b9272286bcc3aa37d3811c0e,0.1.0,Bounded reproducible metadata discovery for this evidence-map run; all enabled query families are executed and truncation is disclosed.
RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_demand_response_peak_management,field_and_operational_evidence,crossref,"(""base station"" OR ""radio access network"" OR RAN OR ""telecom tower"" OR ""cellular network"" OR 5G OR ""5G-Advanced"" OR B5G OR ""IMT-2030"" OR 6G) AND (""demand response"" OR ""peak management"" OR ""peak shaving"" OR ""load shifting"" OR flexibility) AND (field OR pilot OR demonstration OR experiment OR ""hardware-in-the-loop"" OR HIL OR ""real-world data"" OR ""market participation"" OR ""case study"")",https://api.crossref.org/works?query.bibliographic=%28%22base+station%22+OR+%22radio+access+network%22+OR+RAN+OR+%22telecom+tower%22+OR+%22cellular+network%22+OR+5G+OR+%225G-Advanced%22+OR+B5G+OR+%22IMT-2030%22+OR+6G%29+AND+%28%22demand+response%22+OR+%22peak+management%22+OR+%22peak+shaving%22+OR+%22load+shifting%22+OR+flexibility%29+AND+%28field+OR+pilot+OR+demonstration+OR+experiment+OR+%22hardware-in-the-loop%22+OR+HIL+OR+%22real-world+data%22+OR+%22market+participation%22+OR+%22case+study%22%29&filter=from-pub-date%3A2015-01-01%2Cuntil-pub-date%3A2026-08-31&rows=10&sort=relevance&order=desc,2026-08-31T14:29:42Z,2015-01-01,2026-08-31,publication date 2015-01-01 through 2026-08-31,relevance descending,page 1,10,65,10,yes,200,0,data/raw_metadata/crossref/QFIELD_BS_demand_response_peak_management.json,240636199c117af38b40289e9dad73f8cde097c4a5ec02f3fc29b3400b6770b9,0.1.0,Bounded reproducible metadata discovery for this evidence-map run; all enabled query families are executed and truncation is disclosed.
RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_frequency_response_regulation,field_and_operational_evidence,crossref,"(""base station"" OR ""radio access network"" OR RAN OR ""telecom tower"" OR ""cellular network"" OR 5G OR ""5G-Advanced"" OR B5G OR ""IMT-2030"" OR 6G) AND (""frequency response"" OR ""frequency regulation"" OR ""fast frequency response"" OR ""ancillary service"" OR reserve) AND (field OR pilot OR demonstration OR experiment OR ""hardware-in-the-loop"" OR HIL OR ""real-world data"" OR ""market participation"" OR ""case study"")",https://api.crossref.org/works?query.bibliographic=%28%22base+station%22+OR+%22radio+access+network%22+OR+RAN+OR+%22telecom+tower%22+OR+%22cellular+network%22+OR+5G+OR+%225G-Advanced%22+OR+B5G+OR+%22IMT-2030%22+OR+6G%29+AND+%28%22frequency+response%22+OR+%22frequency+regulation%22+OR+%22fast+frequency+response%22+OR+%22ancillary+service%22+OR+reserve%29+AND+%28field+OR+pilot+OR+demonstration+OR+experiment+OR+%22hardware-in-the-loop%22+OR+HIL+OR+%22real-world+data%22+OR+%22market+participation%22+OR+%22case+study%22%29&filter=from-pub-date%3A2015-01-01%2Cuntil-pub-date%3A2026-08-31&rows=10&sort=relevance&order=desc,2026-08-31T14:29:43Z,2015-01-01,2026-08-31,publication date 2015-01-01 through 2026-08-31,relevance descending,page 1,10,255,10,yes,200,0,data/raw_metadata/crossref/QFIELD_BS_frequency_response_regulation.json,7eccde94ce060a0dfbf7271e4bfa9128e606996eeb82af4fd8486f086ad72414,0.1.0,Bounded reproducible metadata discovery for this evidence-map run; all enabled query families are executed and truncation is disclosed.
RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_local_energy_sharing_distribution_support,field_and_operational_evidence,crossref,"(""base station"" OR ""radio access network"" OR RAN OR ""telecom tower"" OR ""cellular network"" OR 5G OR ""5G-Advanced"" OR B5G OR ""IMT-2030"" OR 6G) AND (""local energy sharing"" OR ""distribution grid"" OR ""voltage support"" OR ""congestion management"" OR microgrid OR ""virtual power plant"" OR VPP) AND (field OR pilot OR demonstration OR experiment OR ""hardware-in-the-loop"" OR HIL OR ""real-world data"" OR ""market participation"" OR ""case study"")",https://api.crossref.org/works?query.bibliographic=%28%22base+station%22+OR+%22radio+access+network%22+OR+RAN+OR+%22telecom+tower%22+OR+%22cellular+network%22+OR+5G+OR+%225G-Advanced%22+OR+B5G+OR+%22IMT-2030%22+OR+6G%29+AND+%28%22local+energy+sharing%22+OR+%22distribution+grid%22+OR+%22voltage+support%22+OR+%22congestion+management%22+OR+microgrid+OR+%22virtual+power+plant%22+OR+VPP%29+AND+%28field+OR+pilot+OR+demonstration+OR+experiment+OR+%22hardware-in-the-loop%22+OR+HIL+OR+%22real-world+data%22+OR+%22market+participation%22+OR+%22case+study%22%29&filter=from-pub-date%3A2015-01-01%2Cuntil-pub-date%3A2026-08-31&rows=10&sort=relevance&order=desc,2026-08-31T14:29:44Z,2015-01-01,2026-08-31,publication date 2015-01-01 through 2026-08-31,relevance descending,page 1,10,59,10,yes,200,0,data/raw_metadata/crossref/QFIELD_BS_local_energy_sharing_distribution_support.json,b1a659dc14e9cfa242ac978f03f7f80ccdde23067220fa2d214d8ab0edc0b63c,0.1.0,Bounded reproducible metadata discovery for this evidence-map run; all enabled query families are executed and truncation is disclosed.
RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_renewable_energy_integration,field_and_operational_evidence,crossref,"(""base station"" OR ""radio access network"" OR RAN OR ""telecom tower"" OR ""cellular network"" OR 5G OR ""5G-Advanced"" OR B5G OR ""IMT-2030"" OR 6G) AND (""renewable integration"" OR ""renewable energy matching"" OR curtailment OR ""carbon-aware"" OR ""clean energy matching"") AND (field OR pilot OR demonstration OR experiment OR ""hardware-in-the-loop"" OR HIL OR ""real-world data"" OR ""market participation"" OR ""case study"")",https://api.crossref.org/works?query.bibliographic=%28%22base+station%22+OR+%22radio+access+network%22+OR+RAN+OR+%22telecom+tower%22+OR+%22cellular+network%22+OR+5G+OR+%225G-Advanced%22+OR+B5G+OR+%22IMT-2030%22+OR+6G%29+AND+%28%22renewable+integration%22+OR+%22renewable+energy+matching%22+OR+curtailment+OR+%22carbon-aware%22+OR+%22clean+energy+matching%22%29+AND+%28field+OR+pilot+OR+demonstration+OR+experiment+OR+%22hardware-in-the-loop%22+OR+HIL+OR+%22real-world+data%22+OR+%22market+participation%22+OR+%22case+study%22%29&filter=from-pub-date%3A2015-01-01%2Cuntil-pub-date%3A2026-08-31&rows=10&sort=relevance&order=desc,2026-08-31T14:29:44Z,2015-01-01,2026-08-31,publication date 2015-01-01 through 2026-08-31,relevance descending,page 1,10,380,10,yes,200,0,data/raw_metadata/crossref/QFIELD_BS_renewable_energy_integration.json,bac61747f1bca978ea2286b5dc495d79ac8e2f887e4a9022f3136a4968e2640e,0.1.0,Bounded reproducible metadata discovery for this evidence-map run; all enabled query families are executed and truncation is disclosed.
RUN_20260831_EVIDENCE_MAP_01,QFIELD_BS_resilience_emergency_operation,field_and_operational_evidence,crossref,"(""base station"" OR ""radio access network"" OR RAN OR ""telecom tower"" OR ""cellular network"" OR 5G OR ""5G-Advanced"" OR B5G OR ""IMT-2030"" OR 6G) AND (resilience OR ""emergency operation"" OR ""backup power"" OR outage OR ""critical load"" OR islanding) AND (field OR pilot OR demonstration OR experiment OR ""hardware-in-the-loop"" OR HIL OR ""real-world data"" OR ""market participation"" OR ""case study"")",https://api.crossref.org/works?query.bibliographic=%28%22base+station%22+OR+%22radio+access+network%22+OR+RAN+OR+%22telecom+tower%22+OR+%22cellular+network%22+OR+5G+OR+%225G-Advanced%22+OR+B5G+OR+%22IMT-2030%22+OR+6G%29+AND+%28resilience+OR+%22emergency+operation%22+OR+%22backup+power%22+OR+outage+OR+%22critical+load%22+OR+islanding%29+AND+%28field+OR+pilot+OR+demonstration+OR+experiment+OR+%22hardware-in-the-loop%22+OR+HIL+OR+%22real-world+data%22+OR+%22market+participation%22+OR+%22case+study%22%29&filter=from-pub-date%3A2015-01-01%2Cuntil-pub-date%3A2026-08-31&rows=10&sort=relevance&order=desc,2026-08-31T14:29:46Z,2015-01-01,2026-08-31,publication date 2015-01-01 through 2026-08-31,relevance descending,page 1,10,51,10,yes,200,1,data/raw_metadata/crossref/QFIELD_BS_resilience_emergency_operation.json,4763e9be29d681f9e7495e094b49563a70c6eb5d7f9f89c897d4ec6ba0ed9e32,0.1.0,Bounded reproducible metadata discovery for this evidence-map run; all enabled query families are executed and truncation is disclosed.
